Code_commune_INSEE;Nom_commune;Code_postal
25344;LONGEVELLE LES RUSSEY;25380
32111;COURTIES;32230
19031;BRIVE LA GAILLARDE;19100
25345;LONGEVELLE SUR DOUBS;25260
32117;DURAN;32810
19042;CHANTEIX;19330
25346;LONGEVILLE;25330
32120;ENCAUSSE;32430
19047;CHARTRIER FERRIERE;19600
25347;LA LONGEVILLE;25650
32133;FOURCES;32250
19050;CHAUFFOUR SUR VELL;19500
25368;MARCHAUX CHAUDEFONTAINE;25640
32138;GARRAVET;32220
19057;COLLONGES LA ROUGE;19500
25374;MERCEY LE GRAND;25410
32144;GAZAX ET BACCARISSE;32230
19059;CONCEZE;19350
25377;MESANDANS;25680
32145;GEE RIVIERE;32720
19064;COUFFY SUR SARSONNE;19340
25380;METABIEF;25370
32146;GIMBREDE;32340
19065;COURTEIX;19340
25382;MONCEY;25870
32147;GIMONT;32200
19066;CUBLAC;19520
25383;MONCLEY;25170
32158;L ISLE BOUZON;32380
19069;DARAZAC;19220
25386;MONTANCY;25190
32175;LADEVEZE VILLE;32230
19081;EYREIN;19800
25387;MONTANDON;25190
32176;LAGARDE;32700
19086;GOULLES;19430
25389;MONTBELIARDOT;25210
32188;LAMOTHE GOAS;32500
19092;LE JARDIN;19300
25390;MONTBENOIT;25650
32195;LARROQUE ENGALIN;32480
19093;JUGEALS NAZARETH;19500
25405;MONTPERREUX;25160
32200;LASSERAN;32550
19096;LADIGNAC SUR RONDELLES;19150
25415;MOUTHIER HAUTE PIERRE;25920
32204;LAVARDENS;32360
19098;LAGARDE MARC LA TOUR;19150
25419;NANS;25680
32208;LECTOURE;32700
19099;LAGLEYGEOLLE;19500
25424;LES PREMIERS SAPINS;25580
32209;LELIN LAPUJOLLE;32400
19102;LAMAZIERE BASSE;19160
25424;LES PREMIERS SAPINS;25580
32212;LIGARDES;32480
19113;LIGINIAC;19160
25432;ORCHAMPS VENNES;25390
32223;MAGNAS;32380
19122;MADRANGES;19470
25434;ORNANS;25620
32226;MANAS BASTANOUS;32170
19125;MARCILLAC LA CROISILLE;19320
25438;OSSELLE ROUTELLE;25320
32231;MARAMBAT;32190
19126;MARCILLAC LA CROZE;19500
25447;PASSONFONTAINE;25690
32237;MARSAN;32270
19136;MEYMAC;19250
25456;PLAIMBOIS DU MIROIR;25210
32238;MARSEILLAN;32170
19138;MEYSSAC;19500
25457;PLAIMBOIS VENNES;25390
32246;MAUPAS;32240
19141;MONESTIER MERLINES;19340
25459;LA PLANEE;25160
32255;MIRAMONT LATOUR;32390
19144;MONTGIBAUD;19210
25467;POUILLEY LES VIGNES;25115
32263;MONCASSIN;32300
19148;NEUVIC;19160
25472;PUESSANS;25680
32271;MONGUILHEM;32240
19150;NOAILHAC;19500
25474;LE PUY;25640
32273;MONLEZUN;32230
19154;ORGNAC SUR VEZERE;19410
25487;RENEDALE;25520
32274;MONLEZUN D ARMAGNAC;32240
19159;PERET BEL AIR;19300
25489;REUGNEY;25330
32286;MONTESTRUC SUR GERS;32390
19160;PEROLS SUR VEZERE;19170
25491;RIGNOSOT;25640
32299;NOULENS;32800
19170;QUEYSSAC LES VIGNES;19120
25492;RILLANS;25110
32302;ORNEZAN;32260
19173;RILHAC XAINTRIE;19220
25495;ROCHE LEZ BEAUPRE;25220
32310;PERCHEDE;32460
19175;ROCHE LE PEYROUX;19160
25499;ROMAIN;25680
32311;PERGAIN TAILLAC;32700
19179;SAILLAC;19500
25505;ROUGEMONT;25680
32323;PONSAMPERE;32300
19181;ST AUGUSTIN;19390
25506;ROUGEMONTOT;25640
32327;POUY LOUBRIN;32260
19182;ST AULAIRE;19130
25507;ROUHE;25440
32328;POUY ROQUELAURE;32480
19186;ST BONNET ELVERT;19380
25510;RUFFEY LE CHATEAU;25170
32331;PREIGNAN;32810
19193;ST CIRGUES LA LOUTRE;19220
25518;ST HILAIRE;25640
32333;PROJAN;32400
19195;ST CYPRIEN;19130
25523;STE MARIE;25113
32336;PUYLAUSIC;32220
19196;ST CYR LA ROCHE;19130
25527;ST VIT;25410
32343;RIGUEPEU;32320
19198;ST ELOY LES TUILERIES;19210
25532;SAONE;25660
32344;RISCLE;32400
19199;ST ETIENNE AUX CLOS;19200
25533;SARAZ;25330
32346;ROQUEBRUNE;32190
19201;ST EXUPERY LES ROCHES;19200
25534;SARRAGEOIS;25240
32348;ROQUELAURE;32810
19208;ST HILAIRE FOISSAC;19550
25538;SECHIN;25110
32355;SADEILLAN;32170
19210;ST HILAIRE LUC;19160
25548;SOLEMONT;25190
32357;STE ANNE;32430
19212;ST HILAIRE TAURIEUX;19400
25549;SOMBACOUR;25520
32361;ST ARROMAN;32300
19213;ST JAL;19700
25571;TREVILLERS;25470
32369;STE CHRISTIE D ARMAGNAC;32370
19220;ST MARTIAL DE GIMEL;19150
25573;URTIERE;25470
32387;ST LOUBE;32220
19223;ST MARTIN SEPERT;19210
25592;VAUX ET CHANTEGRUE;25160
32388;STE MARIE;32200
19225;ST MERD DE LAPLEAU;19320
25611;LA VEZE;25660
32390;ST MARTIN D ARMAGNAC;32110
19230;ST PARDOUX CORBIER;19210
25613;VIETHOREY;25340
32392;ST MARTIN GIMOIS;32450
19236;ST PRIEST DE GIMEL;19800
25619;LES VILLEDIEU;25240
32401;ST OST;32300
19239;ST ROBERT;19310
25623;VILLERS CHIEF;25530
32406;ST SAUVY;32270
19242;ST SOLVE;19130
25625;VILLERS LA COMBE;25510
32407;ST SOULAN;32220
19259;SEXCLES;19430
25627;VILLERS SOUS CHALAMONT;25270
32408;SALLES D ARMAGNAC;32370
19260;SIONIAC;19120
25632;VOUJEAUCOURT;25420
32412;SARAMON;32450
19264;SOURSAC;19550
25634;VUILLECIN;25300
32433;SIMORRE;32420
19271;TUDEILS;19120
26007;AMBONIL;26800
32436;SOLOMIAC;32120
19275;USSEL;19200
26012;ARNAYON;26470
32439;TARSAC;32400
19277;VALIERGUES;19200
26019;AUREL;26340
32446;TILLAC;32170
19286;VIGNOLS;19130
26021;AUTICHAMP;26400
32447;TIRENT PONTEJAC;32450
19287;VITRAC SUR MONTANE;19800
26025;BARNAVE;26310
32449;TOUJOUSE;32240
21005;AISEREY;21110
26036;BEAUMONT EN DIOIS;26310
32451;TOURNAN;32420
21007;AISY SOUS THIL;21390
26037;BEAUMONT LES VALENCE;26760
32454;TRAVERSERES;32450
21010;ALOXE CORTON;21420
26039;BEAUREGARD BARET;26300
32455;TRONCENS;32230
21013;ANCEY;21410
26040;BEAURIERES;26310
32462;VIC FEZENSAC;32190
21018;ARCEY;21410
26042;BEAUVALLON;26800
32466;VIOZAN;32300
21034;AUTRICOURT;21570
26043;BEAUVOISIN;26170
33015;ARVEYRES;33500
21037;AUXEY DURESSES;21190
26052;BONLIEU SUR ROUBION;26160
33016;ASQUES;33240
21038;AUXONNE;21130
26055;BOULC;26410
33017;AUBIAC;33430
21049;BARJON;21580
26059;BOUVANTE;26190
33022;AVENSAN;33480
21050;BAUBIGNY;21340
26063;BUIS LES BARONNIES;26170
33024;BAGAS;33190
21058;BELAN SUR OURCE;21570
26066;LE CHAFFAL;26190
33025;BAIGNEAUX;33760
21071;BEZE;21310
26067;CHALANCON;26470
33033;BAURECH;33880
21080;BLAISY BAS;21540
26068;LE CHALON;26350
33036;BAZAS;33430
21093;BOUIX;21330
26079;CHARPEY;26300
33044;BELLEFOND;33760
21094;BOURBERAIN;21610
26081;CHATEAUDOUBLE;26120
33045;BELVES DE CASTILLON;33350
21097;BOUSSEY;21350
26088;CHATUZANGE LE GOUBET;26300
33049;BEYCHAC ET CAILLAU;33750
21101;BRAUX;21390
26088;CHATUZANGE LE GOUBET;26300
33055;BLAIGNAN PRIGNAC;33340
21109;BRION SUR OURCE;21570
26101;COMPS;26220
33062;BONZAC;33910
21111;BROGNON;21490
26104;CORNILLAC;26510
33084;CAMBES;33880
21113;BROINDON;21220
26115;DIVAJEU;26400
33088;CAMPS SUR L ISLE;33660
21116;BURE LES TEMPLIERS;21290
26119;EROME;26600
33094;CAPLONG;33220
21123;BUXEROLLES;21290
26126;EYGALAYES;26560
33097;CARCANS;33121
21124;CENSEREY;21430
26129;EYMEUX;26730
33098;CARDAN;33410
21131;CHAMBLANC;21250
26131;EYZAHUT;26160
33100;CARS;33390
21137;CHAMP D OISEAU;21500
26136;VAL MARAVEL;26310
33113;CAUVIGNAC;33690
21148;CHARREY SUR SAONE;21170
26136;VAL MARAVEL;26310
33115;CAZALIS;33113
21154;CHATILLON SUR SEINE;21400
26137;FRANCILLON SUR ROUBION;26400
33125;CISSAC MEDOC;33250
21162;CHAUX;21700
26138;LA GARDE ADHEMAR;26700
33137;COURS LES BAINS;33690
21184;COLOMBIER;21360
26140;GEYSSANS;26750
33138;COUTRAS;33230
21193;CORGENGOUX;21250
26154;LACHAU;26560
33142;CUBNEZAIS;33620
21196;CORPEAU;21190
26155;LAPEYROUSE MORNAY;26210
33149;DAUBEZE;33540
21208;COURTIVRON;21120
26166;LORIOL SUR DROME;26270
33157;ESPIET;33420
21209;COUTERNON;21560
26176;MARSANNE;26740
33158;LES ESSEINTES;33190
21216;CULETRE;21230
26178;MENGLON;26410
33159;ETAULIERS;33820
21217;CURLEY;21220
26180;MERINDOL LES OLIVIERS;26170
33160;EYNESSE;33220
21222;CUSSY LE CHATEL;21230
26181;MEVOUILLON;26560
33161;EYRANS;33390
21223;DAIX;21121
26186;MISCON;26310
33166;LE FIEU;33230
21229;DIANCEY;21430
26196;MONTELEGER;26760
33170;FONTET;33190
21237;ECHALOT;21510
26197;MONTELIER;26120
33173;FRANCS;33570
21245;EPAGNY;21380
26205;MONTMAUR EN DIOIS;26150
33178;GAJAC;33430
21246;EPERNAY SOUS GEVREY;21220
26211;MONTSEGUR SUR LAUZON;26130
33190;GOUALADE;33840
21250;ESSAROIS;21290
26213;MORAS EN VALLOIRE;26210
33195;GRIGNOLS;33690
21252;ETAIS;21500
26216;LA MOTTE DE GALAURE;26240
33199;GUJAN MESTRAS;33470
21257;ETORMAY;21450
26222;ORCINAS;26220
33201;HAUX;33550
21266;FLACEY;21490
26223;ORIOL EN ROYANS;26190
33205;ILLATS;33720
21268;FLAGEY LES AUXONNE;21130
26225;PARNANS;26750
33209;JUGAZAN;33420
21269;FLAMMERANS;21130
26231;PEYRINS;26380
33210;JUILLAC;33890
21279;FONTAINES LES SECHES;21330
26233;PIEGON;26110
33211;LABARDE;33460
21281;FONTENELLE;21610
26242;LE POET EN PERCIP;26170
33212;LABESCAU;33690
21283;FRAIGNOT ET VESVROTTE;21580
26246;PONET ET ST AUBAN;26150
33220;LAMARQUE;33460
21292;GENLIS;21110
26247;PONSAS;26240
33222;LALANDE DE POMEROL;33500
21294;GERLAND;21700
26248;PONTAIX;26150
33225;LANDIRAS;33720
21298;GISSEY LE VIEIL;21350
26250;PONT DE L ISERE;26600
33226;LANGOIRAN;33550
21301;GLANON;21250
26253;POYOLS;26310
33227;LANGON;33210
21304;GRANCEY LE CHATEAU NEUVELLE;21580
26254;PRADELLE;26340
33236;LEGE CAP FERRET;33970
21306;GRENANT LES SOMBERNON;21540
26256;PROPIAC;26170
33236;LEGE CAP FERRET;33970
21319;IZEURE;21110
26258;PUY ST MARTIN;26450
33240;LESPARRE MEDOC;33340
21326;JOURS LES BAIGNEUX;21450
26276;ROCHE ST SECRET BECONNE;26770
33246;LIGUEUX;33220
21333;LABRUYERE;21250
26283;ROTTIER;26470
33250;LOUBENS;33190
21339;LANTENAY;21370
26287;ROYNAC;26450
33257;LUGAIGNAC;33420
21342;LAPERRIERE SUR SAONE;21170
26289;SAILLANS;26340
33258;LUGASSON;33760
21344;LECHATELET;21250
26311;ST LAURENT EN ROYANS;26190
33259;LUGON ET L ILE DU CARNAY;33240
21351;LONGCHAMP;21110
26318;ST MAY;26510
33260;LUGOS;33830
21355;LONGVIC;21600
26320;ST NAZAIRE EN ROYANS;26190
33264;MARANSIN;33230
21356;LOSNE;21170
26323;ST PAUL LES ROMANS;26750
33269;MARGUERON;33220
21358;LUCENAY LE DUC;21150
26330;ST SORLIN EN VALLOIRE;26210
33271;MARIONS;33690
21362;MACONGE;21320
26331;ST THOMAS EN ROYANS;26190
33272;MARSAS;33620
21372;MAISEY LE DUC;21400
26333;ST VALLIER;26240
33276;MASSEILLES;33690
21379;MARCHESEUIL;21430
26340;SEDERON;26560
33282;MERIGNAS;33350
21393;MASSINGY;21400
26341;SERVES SUR RHONE;26600
33284;MIOS;33380
21397;MAVILLY MANDELOT;21190
26362;VALENCE;26000
33284;MIOS;33380
21401;MELOISEY;21190
26364;VASSIEUX EN VERCORS;26420
33287;MONGAUZY;33190
21408;MESSIGNY ET VANTOUX;21380
26365;VAUNAVEYS LA ROCHETTE;26400
33288;MONPRIMBLANC;33410
21409;MEUILLEY;21700
26374;VILLEBOIS LES PINS;05700
33302;NEAC;33500
21413;MILLERY;21140
26378;VOLVENT;26470
33311;PAILLET;33550
21415;MINOT;21510
26381;JAILLANS;26300
33312;PAREMPUYRE;33290
21425;MONTBARD;21500
26382;ST VINCENT LA COMMANDERIE;26300
33315;LES PEINTURES;33230
21426;MONTBERTHAULT;21460
27004;AIGLEVILLE;27120
33319;PESSAC SUR DORDOGNE;33890
21428;MONTHELIE;21190
27009;AMBENAY;27250
33322;LE PIAN MEDOC;33290
21433;MONTIGNY MORNAY VILLENEUVE VINGEANNE;21610
27016;LES ANDELYS;27700
33329;POMPEJAC;33730
21433;MONTIGNY MORNAY VILLENEUVE VINGEANNE;21610
27038;LES BARILS;27130
33330;POMPIGNAC;33370
21435;MONTLIOT ET COURCELLES;21400
27043;LES BAUX DE BRETEUIL;27160
33332;PORCHERES;33660
21447;MUSIGNY;21230
27049;MESNIL EN OUCHE;27330
33333;LE PORGE;33680
21464;NUITS ST GEORGES;21700
27049;MESNIL EN OUCHE;27330
33344;PUJOLS;33350
21469;ORGEUX;21490
27049;MESNIL EN OUCHE;27330
33346;PUYBARBAN;33190
21476;PAINBLANC;21360
27049;MESNIL EN OUCHE;27410
33349;QUINSAC;33360
21478;PASQUES;21370
27055;BERENGEVILLE LA CAMPAGNE;27110
33353;RIMONS;33580
21485;PLOMBIERES LES DIJON;21370
27061;BERTHOUVILLE;27800
33360;LA ROQUILLE;33220
21490;POISEUL LA VILLE ET LAPERRIERE;21450
27064;BERVILLE SUR MER;27210
33374;ST AUBIN DE BLAYE;33820
21491;POISEUL LES SAULX;21120
27067;BEZU ST ELOI;27660
33375;ST AUBIN DE BRANNE;33420
21492;POMMARD;21630
27070;FRENELLES EN VEXIN;27150
33379;ST BRICE;33540
21505;PRECY SOUS THIL;21390
27077;BOISSEY LE CHATEL;27520
33380;VAL DE LIVENNE;33860
21506;PREMEAUX PRISSEY;21700
27083;BONNEVILLE APTOT;27290
33381;ST CAPRAIS DE BORDEAUX;33880
21518;QUINCY LE VICOMTE;21500
27106;BOURNAINVILLE FAVEROLLES;27230
33383;ST CHRISTOLY MEDOC;33340
21522;RENEVE;21310
27110;BRESTOT;27350
33386;ST CIBARD;33570
21525;LA ROCHE EN BRENIL;21530
27111;BRETAGNOLLES;27220
33392;STE CROIX DU MONT;33410
21539;ST ANTHOT;21540
27112;BRETEUIL;27160
33397;STE EULALIE;33560
21544;STE COLOMBE EN AUXOIS;21350
27112;BRETEUIL;27160
33402;STE FOY LA GRANDE;33220
21552;ST HELIER;21690
27118;BROSVILLE;27930
33404;STE GEMME;33580
21553;ST JEAN DE BOEUF;21410
27125;CALLEVILLE;27800
33407;ST GENES DE FRONSAC;33240
21564;ST NICOLAS LES CITEAUX;21700
27126;CAMPIGNY;27500
33414;ST GERMAIN DE LA RIVIERE;33240
21567;ST PRIX LES ARNAY;21230
27142;CHAMPENARD;27600
33415;ST GERVAIS;33240
21569;ST ROMAIN;21190
27149;LA CHAPELLE HARENG;27230
33420;ST HIPPOLYTE;33330
21571;ST SAUVEUR;21270
27153;CHAUVINCOURT PROVEMONT;27150
33422;ST JEAN D ILLAC;33127
21577;ST USAGE;21170
27154;CHAVIGNY BAILLEUL;27220
33423;ST JULIEN BEYCHEVELLE;33250
21580;SALMAISE;21690
27157;MARBOIS;27160
33429;ST LEGER DE BALSON;33113
21585;SAULON LA CHAPELLE;21910
27167;CONDE SUR RISLE;27290
33432;ST LOUBERT;33210
21591;SAVIGNY LE SEC;21380
27171;LE CORMIER;27120
33433;ST LOUBES;33450
21603;SEMUR EN AUXOIS;21140
27176;COUDRAY;27150
33434;ST LOUIS DE MONTFERRAND;33440
21612;SOUHEY;21140
27190;CROISY SUR EURE;27120
33435;ST MACAIRE;33490
21616;TAILLY;21190
27198;MESNILS SUR ITON;27240
33442;ST MARTIN DE LAYE;33910
21622;TART LE BAS;21110
27203;DOUAINS;27120
33465;ST PIERRE DE MONS;33210
21623;TART;21110
27206;DROISY;27320
33467;ST QUENTIN DE CAPLONG;33220
21624;TELLECEY;21270
27213;VEXIN SUR EPTE;27510
33470;ST ROMAIN LA VIRVEE;33240
21633;THOREY SOUS CHARNY;21350
27213;VEXIN SUR EPTE;27630
33481;ST SULPICE DE GUILLERAGUES;33580
21645;TROUHANS;21170
27214;ECOUIS;27440
33483;ST SULPICE ET CAMEYRAC;33450
21650;URCY;21220
27215;ECQUETOT;27110
33484;ST SYMPHORIEN;33113
21652;VANDENESSE EN AUXOIS;21320
27222;EPREVILLE EN LIEUVIN;27560
33488;ST VINCENT DE PERTIGNAS;33420
21656;VARANGES;21110
27238;FERRIERES HAUT CLOCHER;27190
33490;ST VIVIEN DE MEDOC;33590
21662;VELOGNY;21350
27239;FERRIERES ST HILAIRE;27270
33491;ST VIVIEN DE MONSEGUR;33580
21664;VERDONNET;21330
27251;FONTAINE L ABBE;27470
33492;ST YZAN DE SOUDIAC;33920
21674;VEUXHAULLES SUR AUBE;21520
27263;LE PERREY;27500
33494;SALAUNES;33160
21675;VIANGES;21430
27263;LE PERREY;27680
33496;SALLEBOEUF;33370
21676;VIC DE CHASSENAY;21140
27267;FRENEUSE SUR RISLE;27290
33507;SAUVIAC;33430
21681;VIEUX CHATEAU;21460
27277;LA BARONNIE;27220
33514;SOULAC SUR MER;33780
21686;VILLAINES LES PREVOTES;21500
27281;GAUDREVILLE LA RIVIERE;27190
33516;SOUSSAC;33790
21687;VILLARGOIX;21210
27282;GAUVILLE LA CAMPAGNE;27930
33517;SOUSSANS;33460
21694;VILLEFERRY;21350
27285;GIVERNY;27620
33526;TAYAC;33570
21698;VILLERS LA FAYE;21700
27288;GLOS SUR RISLE;27290
33528;LE TEMPLE;33680
21708;VILLY LE MOUTIER;21250
27290;GOUPIL OTHON;27170
33534;LE TOURNE;33550
21712;VOLNAY;21190
27295;GRAND CAMP;27270
33536;LE TUZAN;33125
21717;VOULAINES LES TEMPLIERS;21290
27307;GUISENIERS;27700
33541;VENSAC;33590
22004;BEGARD;22140
27310;HACQUEVILLE;27150
33544;LE VERDON SUR MER;33123
22004;BEGARD;22140
27322;LA HAYE MALHERBE;27400
33549;VILLENAVE DE RIONS;33550
22014;BOURSEUL;22130
27330;HERQUEVILLE;27430
33551;VILLENEUVE;33710
22015;BREHAND;22510
27332;HEUDEBOUVILLE;27400
34002;ADISSAN;34230
22018;BRELIDY;22140
27335;HEUDREVILLE SUR EURE;27400
34004;AGEL;34210
22021;BRUSVILY;22100
27337;HEUQUEVILLE;27700
34023;BALARUC LES BAINS;34540
22032;CAULNES;22350
27341;L HOSMES;27570
34037;BOUJAN SUR LIBRON;34760
22039;LA CHEZE;22210
27345;LA HOUSSAYE;27410
34042;BRISSAC;34190
22052;DUAULT;22160
27347;HUEST;27930
34047;CAMPAGNAN;34230
22053;EREAC;22250
27349;ILLEVILLE SUR MONTFORT;27290
34049;CAMPLONG;34260
22055;BINIC ETABLES SUR MER;22680
27361;LA LANDE ST LEGER;27210
34053;CARLENCAS ET LEVAS;34600
22057;LE FAOUET;22290
27363;LE LANDIN;27350
34061;CAUSSES ET VEYRAN;34490
22062;GOMENE;22230
27375;LOUVIERS;27400
34063;CAUX;34720
22065;GOUDELIN;22290
27384;MANNEVILLE LA RAOULT;27210
34064;LE CAYLAR;34520
22075;HEMONSTOIR;22600
27395;MELICOURT;27390
34076;CEYRAS;34800
22081;HILLION;22120
27396;MENESQUEVILLE;27850
34080;COLOMBIERES SUR ORB;34390
22085;KERBORS;22610
27397;MENILLES;27120
34083;COMBES;34240
22091;KERMOROC H;22140
27401;LE MESNIL FUGUET;27930
34093;DIO ET VALQUIERES;34650
22093;LAMBALLE ARMOR;22400
27411;MOISVILLE;27320
34095;FABREGUES;34690
22095;LANDEBAERON;22140
27417;MORGNY;27150
34096;FAUGERES;34600
22096;LANDEBIA;22130
27420;MOUFLAINES;27420
34099;FERRIERES LES VERRERIES;34190
22099;LANFAINS;22800
27433;NEUVILLE SUR AUTHOU;27800
34101;FLORENSAC;34510
22104;LANGUEDIAS;22980
27437;NOJEON EN VEXIN;27150
34105;FOUZILHON;34480
22107;BON REPOS SUR BLAVET;22570
27444;LE NOYER EN OUCHE;27410
34107;FRAISSE SUR AGOUT;34330
22107;BON REPOS SUR BLAVET;22570
27455;PIENCOURT;27230
34108;FRONTIGNAN;34110
22110;LANMERIN;22300
27457;PISEUX;27130
34121;JONCELS;34650
22127;LEZARDRIEUX;22740
27466;LE PLESSIS STE OPPORTUNE;27170
34126;LAMALOU LES BAINS;34240
22127;LEZARDRIEUX;22740
27467;PONT AUDEMER;27500
34128;LAROQUE;34190
22131;LOGUIVY PLOUGRAS;22780
27467;PONT AUDEMER;27500
34133;LAVALETTE;34700
22135;LOUARGAT;22540
27468;PONT AUTHOU;27290
34148;MARAUSSAN;34370
22158;GUERLEDAN;22530
27470;PONT ST PIERRE;27360
34149;MARGON;34320
22160;NOYAL;22400
27472;PORTES;27190
34150;MARSEILLAN;34340
22166;PENVENAN;22710
27475;LA POTERIE MATHIEU;27560
34161;MONTADY;34310
22169;PEUMERIT QUINTIN;22480
27480;PUCHAY;27150
34168;MONTESQUIEU;34320
22175;PLEDELIAC;22270
27483;QUATREMARE;27400
34172;MONTPELLIER;34090
22176;PLEDRAN;22960
27486;QUITTEBEUF;27110
34182;NEZIGNAN L EVEQUE;34120
22177;PLEGUIEN;22290
27507;ST ANDRE DE L EURE;27220
34185;NOTRE DAME DE LONDRES;34380
22179;FREHEL;22240
27511;ST AUBIN D ECROSVILLE;27110
34193;PARDAILHAN;34360
22181;PLELAUFF;22570
27516;TREIS SANTS EN OUCHE;27300
34197;PERET;34800
22186;PLENEUF VAL ANDRE;22370
27518;ST AUBIN SUR QUILLEBEUF;27680
34205;LES PLANS;34700
22189;PLESIDY;22720
27522;ST CHRISTOPHE SUR CONDE;27450
34209;PORTIRAGNES;34420
22190;PLESLIN TRIGAVOU;22490
27527;ST CYR DE SALERNE;27800
34210;LE POUGET;34230
22193;PLESTAN;22640
27529;ST CYR LA CAMPAGNE;27370
34211;LE POUJOL SUR ORB;34600
22194;PLESTIN LES GREVES;22310
27535;ST ELIER;27190
34217;PRADES LE LEZ;34730
22195;PLEUBIAN;22610
27541;LE MESNIL ST JEAN;27560
34219;PREMIAN;34390
22209;BEAUSSAIS SUR MER;22650
27543;ST GEORGES MOTEL;27710
34246;ENTRE VIGNES;34400
22212;PLOUEC DU TRIEUX;22260
27547;ST GERMAIN LA CAMPAGNE;27230
34246;ENTRE VIGNES;34400
22214;PLOUEZEC;22470
27552;ST JEAN DU THENNEY;27270
34247;ST CLEMENT DE RIVIERE;34980
22218;PLOUGRESCANT;22820
27560;ST LUC;27930
34258;ST GENIES DE FONTEDIT;34480
22219;PLOUGUENAST LANGAST;22150
27563;ST MARDS DE BLACARVILLE;27500
34263;ST HILAIRE DE BEAUVOIR;34160
22220;PLOUGUERNEVEL;22110
27579;ST OUEN DE PONTCHEUIL;27370
34265;ST JEAN DE CORNIES;34160
22222;PLOUHA;22580
27612;ST VINCENT DES BOIS;27950
34276;ST MATHIEU DE TREVIERS;34270
22223;PLOUISY;22200
27624;SURVILLE;27400
34277;ST MAURICE NAVACELLES;34520
22224;PLOULEC H;22300
27633;LES THILLIERS EN VEXIN;27420
34278;ST MICHEL;34520
22233;PLOURIVO;22860
27635;LE THUIT;27700
34282;ST PAUL ET VALMALLE;34570
22234;PLOUVARA;22170
27638;LE THUIT DE L OISON;27370
34283;ST PIERRE DE LA FAGE;34520
22236;PLUDUAL;22290
27652;TOURNEVILLE;27930
34284;ST PONS DE THOMIERES;34220
22237;PLUDUNO;22130
27656;TOUTAINVILLE;27500
34289;ST THIBERY;34630
22244;PLUSSULIEN;22320
27661;LA TRINITE DE THOUBERVILLE;27310
34290;ST VINCENT DE BARBEYRARGUES;34730
22246;POMMERET;22120
27663;LE TRONCQ;27110
34299;SERIGNAN;34410
22259;QUEVERT;22100
27665;TROUVILLE LA HAULE;27680
34305;LE SOULIE;34330
22271;ST ADRIEN;22390
27667;VALAILLES;27300
34313;TRESSAN;34230
22285;ST CONNEC;22530
27672;VASCOEUIL;27910
34324;VALRAS PLAGE;34350
22289;ST FIACRE;22720
27673;VATTEVILLE;27430
34326;VELIEUX;34220
22291;ST GILDAS;22800
27678;LES VENTES;27180
34327;VENDARGUES;34740
22293;ST GILLES LES BOIS;22290
27679;VERNEUIL D AVRE ET D ITON;27130
34328;VENDEMIAN;34230
22300;ST HERVE;22460
27682;VESLY;27870
34333;VIC LA GARDIOLE;34110
22306;ST JUDOCE;22630
27685;LA VIEILLE LYRE;27330
34335;VILLEMAGNE L ARGENTIERE;34600
22313;ST MARTIN DES PRES;22320
27691;VILLERS SUR LE ROULE;27940
35004;VAL COUESNON;35560
22317;ST MELOIR DES BOIS;22980
27696;VILLIERS EN DESOEUVRE;27640
35004;VAL COUESNON;35560
22320;ST NICODEME;22160
27698;VITOT;27110
35006;ARGENTRE DU PLESSIS;35370
22339;TADEN;22100
28012;COMMUNE NOUVELLE D ARROU;28290
35009;BAGUER MORVAN;35120
22340;TONQUEDEC;22140
28012;COMMUNE NOUVELLE D ARROU;28290
35023;BEDEE;35137
22342;TREBEDAN;22980
28013;AUNAY SOUS AUNEAU;28700
35031;LA BOUEXIERE;35340
22346;TREDANIEL;22510
28022;BAILLEAU L EVEQUE;28300
35038;BREAL SOUS VITRE;35370
22356;TREGOMEUR;22590
28028;BAZOCHES EN DUNOIS;28140
35042;BRIELLES;35370
22360;TREGUEUX;22950
28030;BEAUCHE;28270
35047;BRUZ;35170
22362;TREGUIER;22220
28031;BEAUMONT LES AUTELS;28480
35051;CESSON SEVIGNE;35510
22369;TREMEUR;22250
28032;BEAUVILLIERS;28150
35056;LA CHAPELLE AUX FILTZMEENS;35190
22372;TREMUSON;22440
28040;BILLANCELLES;28190
35057;LA CHAPELLE BOUEXIC;35330
22373;TREOGAN;22340
28041;BLANDAINVILLE;28120
35060;LA CHAPELLE DU LOU DU LAC;35360
22379;TREVOU TREGUIGNEC;22660
28046;BOISSY LES PERCHE;28340
35060;LA CHAPELLE DU LOU DU LAC;35360
23005;ARFEUILLE CHATAIN;23700
28048;LA BOURDINIERE ST LOUP;28360
35062;LA CHAPELLE JANSON;35133
23009;AUGE;23170
28053;LE BOULLAY LES DEUX EGLISES;28170
35065;LA CHAPELLE THOUARAULT;35590
23010;AUGERES;23210
28055;LE BOULLAY THIERRY;28210
35066;CHARTRES DE BRETAGNE;35131
23012;AURIAT;23400
28056;BOUTIGNY PROUAIS;28410
35067;CHASNE SUR ILLET;35250
23019;BEISSAT;23260
28058;BRECHAMPS;28210
35068;CHATEAUBOURG;35220
23020;BELLEGARDE EN MARCHE;23190
28061;BROU;28160
35068;CHATEAUBOURG;35220
23021;BENEVENT L ABBAYE;23210
28071;CHAMPROND EN GATINE;28240
35072;CHATILLON EN VENDELAIS;35210
23028;BOSROGER;23200
28073;CHAMPSERU;28700
